00014    6.54  0.15 K24AH 278.47409   98.05015   86.01014    9.12907  0.1630221  0.23650409   2.5896652  0 E2024-V67  2971  85 1851-2024 0.87 M-v 3Ek MPCLINUX   0000     (14) Irene              20241103
00015    5.41  0.15 K24AH  21.74829   98.76876  292.88875   11.75582  0.1875840  0.22925754   2.6439524  0 E2024-V16  4500  86 1851-2024 0.63 M-v 3Ek Pan        0000     (15) Eunomia            20241007
00016    6.21  0.15 K24AH 321.86559  229.58879  150.01900    3.09723  0.1341243  0.19727834   2.9224681  0 E2024-V67  7590  95 1852-2024 0.56 M-v 3Ek MPCLINUX   0000     (16) Psyche             20241102
00017    7.93  0.15 K24AH  91.43731  135.68951  125.53228    5.59240  0.1322065  0.25381291   2.4705496  0 E2024-V16 10295  97 1852-2024 0.55 M-v 3Ek MPCLINUX   0000     (17) Thetis             20241031
00018    6.35  0.15 K24AH 113.87109  228.05394  150.33595   10.13205  0.2182705  0.28348491   2.2950003  0 E2024-VE1  5660  86 1852-2024 0.77 M-v 3Ek MPCLINUX   0000     (18) Melpomene          20241110
00019    7.49  0.15 K24AH 353.07850  182.67025  211.03864    1.57362  0.1574996  0.25825938   2.4421105  0 E2024-V67  8625  97 1852-2024 0.58 M-v 3Ek MPCLINUX   0000     (19) Fortuna            20241103
00020    6.53  0.15 K24AH 284.30987  257.45788  205.97889    0.70933  0.1437312  0.26377861   2.4079252  0 E2024-V67  9284  94 1856-2024 0.47 M-v 3Ek MPCLINUX   0000     (20) Massalia           20241102
00021    7.51  0.15 K24AH 142.86885  250.03029   80.83730    3.06459  0.1646959  0.25953250   2.4341176  0 E2024-VG3  5587  81 1866-2024 0.66 M-v 3Ek MPCLINUX   0000     (21) Lutetia            20241111
00022    6.80  0.15 K24AH 231.49217  357.99668   65.97440   13.70190  0.0988888  0.19848182   2.9106427  0 E2024-VG3 11576  87 1854-2024 0.45 M-v 3Ek MPCLINUX   0000     (22) Kalliope           20241111
00023    7.17  0.15 K243V  31.55503   61.55758   66.49210   10.10936  0.2309681  0.23131423   2.6282569  0 MPO840811  3544  71 1856-2024 0.74 M-v 3Ek MPCLINUX   0000     (23) Thalia             20240705
00024    7.24  0.15 K24AH 346.13416  108.96103   36.39034    0.73676  0.1153213  0.17689487   3.1428662  0 E2024-VE1  4920  95 1853-2024 0.80 M-v 3Ek MPCLINUX   0000     (24) Themis             20241110
00025    7.87  0.15 K24AH 343.19156   90.20199  214.09236   21.60817  0.2542429  0.26501170   2.4004501  0 E2024-S84  5712  74 1860-2024 0.69 M-v 3Ek MPCLINUX   0000     (25) Phocaea            20240925
00026    7.52  0.15 K24AH 199.47696  195.11094   45.75084    3.55712  0.0881558  0.22738194   2.6584719  0 E2024-V92  3473  87 1861-2024 0.81 M-v 3Ek MPCLINUX   0000     (26) Proserpina         20241106
00027    7.04  0.15 K24AH 163.43418  356.48239   94.76724    1.58335  0.1714459  0.27399448   2.3476941  0 E2024-TF3  3032  78 1853-2024 0.87 M-v 3Ek MPCLINUX   0000     (27) Euterpe            20241003
00028    7.25  0.15 K24AH 340.33944  343.38567  144.15684    9.42186  0.1493356  0.21284962   2.7781400  0 E2024-V28  3522 106 1856-2024 0.86 M-v 3Ek MPCLINUX   0000     (28) Bellona            20241030
00029    5.98  0.15 K24AH  48.39596   62.00528  356.26097    6.07722  0.0736232  0.24141230   2.5544444  0 E2024-V16  2423  99 1855-2024 0.88 M-v 3Ek Pan        0000     (29) Amphitrite         20240920
00030    7.59  0.15 K243V 157.17392   87.04962  307.41505    2.09342  0.1269883  0.27085224   2.3658167  0 MPO840811  3893  81 1860-2024 0.77 M-v 3Ek MPCLINUX   0000     (30) Urania             20240711
00031    6.86  0.15 K243V  42.82667   61.80841   30.79895   26.32078  0.2159567  0.17549538   3.1595526  0 MPO840811  2909  65 1860-2024 0.85 M-v 3Ek MPCLINUX   0000     (31) Euphrosyne         20240707
00032    7.78  0.15 K24AH 146.94438  338.14768  220.36152    5.52221  0.0816492  0.23690075   2.5867736  0 E2024-VA4  7622  77 1864-2024 0.52 M-v 3Ek MPCLINUX   0000     (32) Pomona             20241106
00033    8.51  0.15 K24AH  26.28200  338.64985    8.42897    1.85197  0.3317359  0.20235509   2.8733815  0 E2024-VE1  4678  75 1856-2024 0.76 M-v 3Ek MPCLINUX   0000     (33) Polyhymnia         20241110
00034    8.77  0.15 K24AH 215.23102  329.82953  184.32646    5.49780  0.1068438  0.22391329   2.6858565  0 E2024-VE1  9923  73 1864-2024 0.56 M-v 3Ek MPCLINUX   0000     (34) Circe              20241110
00035    8.70  0.15 K24AH 234.15512  214.68962  353.26978    7.86404  0.2188175  0.18877345   3.0096000  0 E2024-VG3  6236  72 1860-2024 0.69 M-v 3Ek MPCLINUX   0000     (35) Leukothea          20241111
00036    8.59  0.15 K24AH  12.79736   47.83660  358.18419   18.37121  0.3064861  0.21658564   2.7460996  0 E2024-VE1  3424  58 1866-2024 0.77 M-v 3Ek MPCLINUX   0000     (36) Atalante           20241110
00037    7.39  0.15 K243V  35.31553   62.17491    7.24171    3.06852  0.1750387  0.22951033   2.6420106  0 MPO840811  3510  93 1855-2024 0.66 M-v 3Ek MPCLINUX   0000     (37) Fides              20240529
00038    8.49  0.15 K243V  35.73521  169.57651  295.50707    6.95146  0.1508780  0.21715978   2.7412572  0 MPO840811  4015  66 1856-2024 0.78 M-v 3Ek MPCLINUX   0000     (38) Leda               20240703
00039    5.97  0.15 K24AH   8.48027  209.95919  156.92610   10.37094  0.1120252  0.21396498   2.7684770  0 E2024-TN4 11639  92 1856-2024 0.56 M-v 3Ek MPCLINUX   0000     (39) Laetitia           20241009
00040    6.55  0.15 K24AH 325.28827  269.36041   94.15642    4.25589  0.0460834  0.28873387   2.2671011  0 E2024-VC2 10159  79 1860-2024 0.59 M-v 3Ek MPCLINUX   0000     (40) Harmonia           20241109
00041    7.62  0.15 K24AH 203.19379   46.49477  177.90454   15.73603  0.2716936  0.21392695   2.7688051  0 E2024-VE1  6707  69 1866-2024 0.60 M-v 3Ek MPCLINUX   0000     (41) Daphne             20241110
00042    7.71  0.15 K24AH 359.93319  237.25613   84.16610    8.51124  0.2219832  0.25818882   2.4425555  0 E2024-V84  7989  79 1856-2024 0.54 M-v 3Ek MPCLINUX   0000     (42) Isis               20241105
00043    7.96  0.15 K24AH  20.93085   16.12739  264.74715    3.47069  0.1684711  0.30140061   2.2031292  0 E2024-V47  3409  80 1864-2024 0.79 M-v 3Ek MPCLINUX   0000     (43) Ariadne            20241101
00044    6.75  0.15 K24AH 244.38864  344.13780  131.48790    3.71221  0.1495954  0.26146242   2.4221249  0 E2024-V84  8064  85 1864-2024 0.51 M-v 3Ek MPCLINUX   0000     (44) Nysa               20241105
00045    7.78  0.15 K24AH 118.59878   87.33039  147.58415    6.60581  0.0829950  0.21975222   2.7196553  0 E2024-VA4 11713  80 1866-2024 0.50 M-v 3Ek MPCLINUX   0000     (45) Eugenia            20241106
00046    8.55  0.15 K243V 152.38414  177.08008  181.06973    2.35176  0.1724180  0.24566398   2.5248858  0 MPO840811  4954  81 1864-2024 0.77 M-v 3Ek MPCLINUX   0000     (46) Hestia             20240703
00047    8.18  0.15 K24AH  94.01464  315.89820    2.97222    4.96797  0.1310309  0.20115812   2.8847687  0 E2024-VG3  5171  78 1860-2024 0.75 M-v 3Ek MPCLINUX   0000     (47) Aglaja             20241111
00048    7.14  0.15 K24AH  70.21876  251.06317  183.42988    6.55899  0.0665066  0.17956092   3.1116794  0 E2024-VE1  3932  96 1860-2024 0.82 M-v 3Ek MPCLINUX   0000     (48) Doris              20241110
00049    8.02  0.15 K24AH 240.77834  113.37707  284.98895    3.20128  0.2216468  0.18066125   3.0990318  0 E2024-TS2  8609  85 1863-2024 0.58 M-v 3Ek MPCLINUX   0000     (49) Pales              20241011
00050    9.47  0.15 K243V 209.72508  200.03156  173.46493    2.83915  0.2848911  0.22825633   2.6516783  0 MPO840811  7496  71 1857-2024 0.58 M-v 3Ek MPCLINUX   0000     (50) Virginia           20240712
00051    7.74  0.15 K24AH 278.57070    1.89034  175.89925    9.97155  0.0661390  0.27073566   2.3664958  0 E2024-VA4 11336  92 1863-2024 0.58 M-v 3Ek MPCLINUX   0000     (51) Nemausa            20241107
00052    6.66  0.15 K24AH 239.99155  342.95120  128.58051    7.48075  0.1116852  0.18127123   3.0920758  0 E2024-VB0 10659  91 1860-2024 0.47 M-v 3Ek MPCLINUX   0000     (52) Europa             20241108
00053    8.92  0.15 K24AH 168.19560  314.30584  143.44036    5.18075  0.2028143  0.23250573   2.6192701  0 E2024-U19  5995  76 1866-2024 0.66 M-v 3Ek MPCLINUX   0000     (53) Kalypso            20241018
00054    7.97  0.15 K24AH  99.24925  345.63170  313.16775   11.79572  0.1969099  0.22053223   2.7132387  0 E2024-VG3  9383  65 1863-2024 0.51 M-v 3Ek MPCLINUX   0000     (54) Alexandra          20241111
00055    7.85  0.15 K24AH  71.20086    5.16615   10.30602    7.17515  0.1450094  0.21501362   2.7594682  0 E2024-VG3  4983  71 1863-2024 0.72 M-v 3Ek MPCLINUX   0000     (55) Pandora            20241111
00056    8.54  0.15 K24AH 357.83925  104.89548  192.93672    8.08121  0.2371310  0.23547242   2.5972237  0 E2024-VE1  5167  69 1865-2024 0.70 M-v 3Ek MPCLINUX   0000     (56) Melete             20241110
00057    7.00  0.15 K243V  99.88237  210.75954  198.89886   15.23636  0.1085555  0.17597462   3.1538137  0 MPO840811  3741  96 1859-2024 0.84 M-v 3Ek MPCLINUX   0000     (57) Mnemosyne          20240703
00058    9.04  0.15 K243V 335.07849   33.97945  161.06346    5.07231  0.0452679  0.22226270   2.6991374  0 MPO840811  6249  77 1864-2024 0.68 M-v 3Ek MPCLINUX   0000     (58) Concordia          20240707
00059    8.12  0.15 K24AH 240.22822  211.03668  169.92129    8.64722  0.1168429  0.22040190   2.7143082  0 E2024-S35  6163  81 1865-2024 0.63 M-v 3Ek MPCLINUX   0000     (59) Elpis              20240922
00060    8.65  0.15 K24AH  21.62034  270.77515  191.52688    3.60061  0.1845435  0.26638604   2.3921867  0 E2024-VG3  6662  78 1861-2024 0.60 M-v 3Ek MPCLINUX   0000     (60) Echo               20241111
00061    7.75  0.15 K24AH 294.00688   12.86276  333.54969   18.20303  0.1641021  0.19102888   2.9858641  0 E2024-TQ2  7900  73 1865-2024 0.51 M-v 3Ek MPCLINUX   0000     (61) Danae              20241011
00062    8.93  0.15 K24AH 234.49095  277.65007  125.10382    2.23660  0.1681222  0.17793897   3.1305598  0 E2024-U03  9741  78 1906-2024 0.55 M-v 3Ek MPCLINUX   0000     (62) Erato              20241014
00063    7.13  0.15 K243V 258.36962  295.78552  337.69505    5.77360  0.1282090  0.26602816   2.3943317  0 MPO840811  6592  79 1861-2024 0.56 M-v 3Ek MPCLINUX   0000     (63) Ausonia            20240704
00064    7.79  0.15 K24AH 125.19985  181.00063  308.96154    1.30557  0.1262504  0.22444912   2.6815801  0 E2024-TQ2  5237  79 1861-2024 0.69 M-v 3Ek MPCLINUX   0000     (64) Angelina           20241011
00065    6.83  0.15 K24AH 210.42944  103.65207  155.13686    3.56140  0.1264873  0.15634391   3.4125739  0 E2024-VG3  4962  97 1861-2024 0.75 M-v 3Ek MPCLINUX   0000     (65) Cybele             20241111
00066    9.51  0.15 K243V  71.99185   43.34237    7.48489    3.04437  0.1725089  0.22906147   2.6454609  0 MPO840811  4682  69 1861-2024 0.74 M-v 3Ek MPCLINUX   0000     (66) Maja               20240624
00067    8.41  0.15 K24AH  81.31169  107.25172  202.38441    6.02817  0.1845633  0.26136142   2.4227489  0 E2024-VE1  9089  67 1864-2024 0.52 M-v 3Ek MPCLINUX   0000     (67) Asia               20241110
00068    6.90  0.15 K24AH 325.78522  304.81834   44.05240    7.96086  0.1844895  0.21228852   2.7830331  0 E2024-V47 14613  90 1861-2024 0.40 M-v 3Ek MPCLINUX   0000     (68) Leto               20241101
00069    7.22  0.15 K24AH 325.99883  288.23002  184.95241    8.58514  0.1698281  0.19161315   2.9797912  0 E2024-TF3  4117  83 1861-2024 0.75 M-v 3Ek MPCLINUX   0000     (69) Hesperia           20241004
00070    8.20  0.15 K24AH 176.17247  255.49538   47.64337   11.59692  0.1827468  0.23323253   2.6138258  0 E2024-VG3  5863  69 1861-2024 0.61 M-v 3Ek MPCLINUX   0000     (70) Panopaea           20241111
00071    7.24  0.15 K243V 291.74687  267.08732  315.91545   23.24443  0.1766717  0.21570018   2.7536097  0 MPO840812  4131  66 1864-2024 0.55 M-v 3Ek MPCLINUX   0000     (71) Niobe              20240601
00072    9.08  0.15 K243V 166.73975  102.88262  207.93417    5.41849  0.1215015  0.28903155   2.2655442  0 MPO840812  6120  66 1865-2024 0.46 M-v 3Ek MPCLINUX   0000     (72) Feronia            20240528
00073    9.07  0.15 K24AH 245.86689   56.34287    6.83504    2.36942  0.0422453  0.22660479   2.6645466  0 E2024-VG3  6259  59 1864-2024 0.63 M-v 3Ek MPCLINUX   0000     (73) Klytia             20241111
00074    8.94  0.15 K24AH 339.33361  174.85750  197.11443    4.07207  0.2362032  0.21262818   2.7800686  0 E2024-VG3  8708  68 1864-2024 0.58 M-v 3Ek MPCLINUX   0000     (74) Galatea            20241110
00075    9.26  0.15 K24AH  52.24719  339.61865  359.29595    4.98989  0.3038688  0.22527430   2.6750277  0 E2024-VG3  9726  68 1864-2024 0.55 M-v 3Ek MPCLINUX   0000     (75) Eurydike           20241111
00076    8.03  0.15 K24AH 236.98925  252.07430  204.28192    2.12293  0.1674765  0.15650780   3.4101911  0 E2024-VC2  6249  82 1864-2024 0.70 M-v 3Ek MPCLINUX   0000     (76) Freia              20241109
00077    8.63  0.15 K24AH  16.12446   61.34300    1.08304    2.42068  0.1339270  0.22600113   2.6692893  0 E2024-VG3  4463  72 1879-2024 0.82 M-v 3Ek MPCLINUX   0000     (77) Frigga             20241111
00078    8.34  0.15 K243V  15.92330  153.16278  333.30586    8.67906  0.2032704  0.23219159   2.6216320  0 MPO840812  3769  80 1863-2024 0.78 M-v 3Ek MPCLINUX   0000     (78) Diana              20240701
00079    7.78  0.15 K24AH  24.02553  201.50903  206.51634    4.61320  0.1912313  0.25779171   2.4450632  0 E2024-V84  8307  85 1863-2024 0.54 M-v 3Ek MPCLINUX   0000     (79) Eurynome           20241104
00080    8.05  0.15 K24AH 304.00728  139.61339  218.64391    8.67689  0.1996869  0.28326484   2.2961889  0 E2024-UB5  3525  77 1865-2024 0.80 M-v 3Ek MPCLINUX   0000     (80) Sappho             20241024
00081    8.71  0.15 K24AH  36.70071   51.29478    0.90482    7.80043  0.2120684  0.20456905   2.8526124  0 E2024-VB0  6100  61 1864-2024 0.62 M-v 3Ek MPCLINUX   0000     (81) Terpsichore        20241108
00082    8.27  0.15 K24AH 245.26651  110.87872   25.42681    2.82634  0.2209041  0.21471397   2.7620350  0 E2024-VE1  7810  81 1864-2024 0.59 M-v 3Ek MPCLINUX   0000     (82) Alkmene            20241110
00083    8.75  0.15 K243V 335.91821  170.00984   27.66873    4.96721  0.0826758  0.25995411   2.4314850  0 MPO840812  4898  69 1865-2024 0.69 M-v 3Ek MPCLINUX   0000     (83) Beatrix            20240708
00084    9.34  0.15 K243V 236.07765   15.07102  327.50889    9.31344  0.2357541  0.27137592   2.3627721  0 MPO840812  4057  60 1865-2024 0.72 M-v 3Ek MPCLINUX   0000     (84) Klio               20240710
00085    7.95  0.15 K24AH 317.06209  122.88739  203.04837   11.96028  0.1933554  0.22797899   2.6538284  0 E2024-S84  7376  73 1865-2024 0.56 M-v 3Ek MPCLINUX   0000     (85) Io                 20240925
00086    8.72  0.15 K24AH 351.88061  309.06612   86.06908    4.82228  0.2165601  0.18023565   3.1039086  0 E2024-VA4  4668  68 1871-2024 0.75 M-v 3Ek MPCLINUX   0000     (86) Semele             20241106
00087    6.95  0.15 K24AH  35.43536  264.62921   73.00959   10.88039  0.0939261  0.15199418   3.4773740  0 E2024-VA4  5660  79 1885-2024 0.71 M-v 3Ek MPCLINUX   0000     (87) Sylvia             20241106
00088    7.28  0.15 K24AH 115.90366   37.05322  276.32440    5.22264  0.1633931  0.21363624   2.7713163  0 E2024-VG3  4356  79 1866-2024 0.81 M-v 3Ek MPCLINUX   0000     (88) Thisbe             20241111
00089    6.37  0.15 K243V 213.30076   45.15746  311.53483   16.12175  0.1841269  0.24187690   2.5511723  0 MPO840812  3780  70 1866-2024 0.72 M-v 3Ek MPCLINUX   0000     (89) Julia              20240628
00090    8.45  0.15 K24AH 138.15278  244.50212   69.91789    2.20608  0.1710753  0.17669895   3.1451889  0 E2024-VG3  6156  87 1866-2024 0.70 M-v 3Ek MPCLINUX   0000     (90) Antiope            20241111
00091    9.13  0.15 K24AH 279.58657   74.47105   10.41942    2.10310  0.1076135  0.23663674   2.5886973  0 E2024-VC2 10325  78 1866-2024 0.52 M-v 3Ek MPCLINUX   0000     (91) Aegina             20241109
00092    6.77  0.15 K24AH 168.61847  236.84088  101.39501    9.92344  0.1051489  0.17344714   3.1843781  0 E2024-VE1  3075  84 1871-2024 0.79 M-v 3Ek MPCLINUX   0000     (92) Undina             20241110
00093    7.90  0.15 K24AH 186.88210  275.80567    3.84475    8.53696  0.1421658  0.21556953   2.7547221  0 E2024-VG3  4137  73 1872-2024 0.74 M-v 3Ek MPCLINUX   0000     (93) Minerva            20241111
00094    7.73  0.15 K24AH 300.30273   60.47378    2.53769    7.97175  0.0957060  0.17593520   3.1542848  0 E2024-VC2  6994  75 1872-2024 0.62 M-v 3Ek MPCLINUX   0000     (94) Aurora             20241109
00095    8.02  0.15 K24AH  82.70916  152.77270  242.93520   13.01030  0.1529621  0.18380361   3.0636091  0 E2024-VE1  4196  74 1872-2024 0.75 M-v 3Ek MPCLINUX   0000     (95) Arethusa           20241110
00096    7.68  0.15 K24AH 115.10791  207.96885  321.47073   15.98119  0.1418746  0.18503421   3.0500106  0 E2024-VG3  4055  57 1868-2024 0.74 M-v 3Ek MPCLINUX   0000     (96) Aegle              20241111
00097    7.84  0.15 K24AH  43.61894  268.38444  159.59111   11.77668  0.2578414  0.22619155   2.6677909  0 E2024-VE1  3801  71 1870-2024 0.83 M-v 3Ek MPCLINUX   0000     (97) Klotho             20241110
00098    8.97  0.15 K24AH 213.67678  158.28985  353.88699   15.57824  0.1877562  0.22387659   2.6861500  0 E2024-VC2  7568  54 1870-2024 0.52 M-v 3Ek MPCLINUX   0000     (98) Ianthe             20241109
00099    9.48  0.15 K243V 292.50103  195.52367   41.40801   13.86501  0.1975021  0.22684886   2.6626350  0 MPO840812  4437  50 1915-2024 0.71 M-v 3Ek MPCLINUX   0000     (99) Dike               20240704
00100    7.78  0.15 K243V 214.16634  183.73473  127.17046    6.43154  0.1682597  0.18158001   3.0885694  0 MPO840812  7440  81 1871-2024 0.56 M-v 3Ek MPCLINUX   0000    (100) Hekate             20240704
00101    8.42  0.15 K243V 181.10074  347.87680  343.37138   10.19426  0.1408899  0.23747452   2.5826053  0 MPO840812  6736  63 1871-2024 0.51 M-v 3Ek MPCLINUX   0000    (101) Helena             20240703
00102    9.47  0.15 K24AH 344.56801  147.32779  210.76295    5.17420  0.2508072  0.22689997   2.6622352  0 E2024-VG3  6966  66 1870-2024 0.60 M-v 3Ek MPCLINUX   0000    (102) Miriam             20241110
00103    7.77  0.15 K24AH  77.41203  189.96114  136.03728    5.41804  0.0795605  0.22171968   2.7035426  0 E2024-VE1  7926  82 1871-2024 0.55 M-v 3Ek MPCLINUX   0000    (103) Hera               20241110
00104    8.55  0.15 K24AH 271.59958   31.81472   41.64857    2.78968  0.1623461  0.17682646   3.1436767  0 E2024-VG3  7749  79 1885-2024 0.58 M-v 3Ek MPCLINUX   0000    (104) Klymene            20241111
00105    8.75  0.15 K243V 291.59698   57.05876  188.22195   21.45555  0.1789560  0.26971390   2.3724687  0 MPO840812  4035  63 1904-2024 0.72 M-v 3Ek MPCLINUX   0007    (105) Artemis            20240707
00106    7.80  0.15 K243V 175.91651  331.64749   61.98689    4.57586  0.1592049  0.17361303   3.1823493  0 MPO840812  8816  83 1871-2024 0.53 M-v 3Ek MPCLINUX   0000    (106) Dione              20240712
00107    7.12  0.15 K24AH 270.87036  304.85388  172.58229   10.00365  0.0655064  0.15135727   3.4871224  0 E2024-VE1  5081  76 1868-2024 0.76 M-v 3Ek MPCLINUX   0000    (107) Camilla            20241110
00108    7.99  0.15 K24AH 305.21814  213.21233  349.72664    4.21003  0.0629691  0.16969078   3.2312003  0 E2024-VG3  4623  83 1880-2024 0.76 M-v 3Ek MPCLINUX   0000    (108) Hecuba             20241110
00109    9.00  0.15 K24AH 337.51652   57.65485    2.74671    7.84577  0.3004128  0.22299289   2.6932420  0 E2024-V74  3826  63 1869-2024 0.79 M-v 3Ek MPCLINUX   0000    (109) Felicitas          20241103
00110    7.86  0.15 K24AH 284.24132  282.22281   56.77063    5.95972  0.0794095  0.21808726   2.7334797  0 E2024-SB7  4205  73 1870-2024 0.73 M-v 3Ek MPCLINUX   0000    (110) Lydia              20240925
00111    8.23  0.15 K24AH 176.40113  168.30234  305.66215    4.93185  0.1032158  0.23597186   2.5935577  0 E2024-VG3  6907  65 1870-2024 0.58 M-v 3Ek MPCLINUX   0000    (111) Ate                20241111
00112    9.79  0.15 K243V 176.67023   16.93091  323.36631    2.59737  0.1283094  0.25968754   2.4331487  0 MPO840812  5089  57 1870-2024 0.73 M-v 3Ek MPCLINUX   0000    (112) Iphigenia          20240703
00113    8.56  0.15 K24AH 312.58894   80.23618  123.32613    5.04241  0.0858967  0.26914035   2.3758381  0 E2024-VE1  4464  87 1871-2024 0.75 M-v 3Ek MPCLINUX   0000    (113) Amalthea           20241110
00114    8.48  0.15 K24AH 151.73688  352.53434  164.05351    4.94492  0.1386166  0.22516514   2.6758922  0 E2024-VG3  8486  68 1902-2024 0.53 M-v 3Ek MPCLINUX   0000    (114) Kassandra          20241111
00115    7.79  0.15 K243V 140.35843   96.89934  308.76736   11.58590  0.1925796  0.26842678   2.3800467  0 MPO840812  5715  74 1872-2024 0.58 M-v 3Ek MPCLINUX   0000    (115) Thyra              20240710
00116    7.80  0.15 K24AH 291.14569   93.78158   63.69162    3.56266  0.1389690  0.21365801   2.7711281  0 E2024-VG3  3964  74 1872-2024 0.78 M-v 3Ek MPCLINUX   0000    (116) Sirona             20241111
00117    8.18  0.15 K243V 130.79684   52.55730  348.63731   14.92497  0.0233485  0.19056696   2.9906871  0 MPO840812  5907  67 1876-2024 0.62 M-v 3Ek MPCLINUX   0000    (117) Lomia              20240707
00118    8.94  0.15 K243V  56.99334   32.94399   47.63752    7.74813  0.1635174  0.25906838   2.4370238  0 MPO840812  5509  66 1872-2024 0.64 M-v 3Ek MPCLINUX   0000    (118) Peitho             20240707
00119    8.39  0.15 K24AH 107.16483  170.42406  203.61546    5.78718  0.0820871  0.23775591   2.5805672  0 E2024-VE1  4226  71 1872-2024 0.79 M-v 3Ek MPCLINUX   0000    (119) Althaea            20241110
00120    7.82  0.15 K24AH 225.80309  239.99515  340.67751    6.93102  0.0487667  0.17829284   3.1264161  0 E2024-VG3  5421  71 1872-2024 0.66 M-v 3Ek MPCLINUX   0000    (120) Lachesis           20241111
00121    7.44  0.15 K243V 135.92800  297.01254   72.87343    7.56678  0.1254444  0.15351348   3.4543927  0 MPO840812  7190  79 1872-2024 0.63 M-v 3Ek MPCLINUX   0000    (121) Hermione           20240704
00122    7.69  0.15 K24AH 316.41425  318.91063  178.00394    1.64252  0.0243668  0.16969133   3.2311934  0 E2024-VG3  4444  79 1872-2024 0.77 M-v 3Ek MPCLINUX   0000    (122) Gerda              20241111
00123    9.01  0.15 K24AH  46.56434  124.72642  307.60559    6.41323  0.1203380  0.22283407   2.6945215  0 E2024-VE1  7212  61 1872-2024 0.57 M-v 3Ek MPCLINUX   0000    (123) Brunhild           20241110
00124    8.08  0.15 K243V 270.21944   61.87784  187.91253    2.96379  0.0782098  0.23122126   2.6289614  0 MPO840812  4420  77 1872-2024 0.77 M-v 3Ek MPCLINUX   0000    (124) Alkeste            20240703
00125    8.97  0.15 K24AH 238.01314  109.78283  168.93836    4.66539  0.0812923  0.21712293   2.7415674  0 E2024-VE1  6054  75 1872-2024 0.64 M-v 3Ek MPCLINUX   0000    (125) Liberatrix         20241110
00126    9.27  0.15 K24AH 358.49689  328.35602   23.23234    2.92326  0.1051024  0.25877806   2.4388462  0 E2024-VC2  8708  65 1872-2024 0.54 M-v 3Ek MPCLINUX   0000    (126) Velleda            20241109
00127    8.57  0.15 K24AH 356.28654   92.46785   31.10007    8.23837  0.0634982  0.21543135   2.7558999  0 E2024-VG3  5512  59 1893-2024 0.65 M-v 3Ek MPCLINUX   0000    (127) Johanna            20241111
00128    7.70  0.15 K243V 102.17564  302.79327   76.15935    6.24714  0.1275796  0.21629188   2.7485854  0 MPO840812  4636  80 1872-2024 0.68 M-v 3Ek MPCLINUX   0000    (128) Nemesis            20240616
